8087965375	70615755	m2	-0.378817
8087880182	9285727	m2	-0.377457
8087559886	72984897	m2	-0.354162
8087904725	99063044	m2	-0.353448
8087881422	78651180	m2	-0.34066
8087243804	59737425	m2	-0.336623
8087883712	80946360	m2	-0.307365
8088020610	94535933	m2	-0.299224
8088073024	104298654	m2	-0.298049
8087186703	97296619	m2	-0.297187
8087634942	71613737	m2	-0.292988
8087995925	99365250	m2	-0.290312
8088022508	7249019	m2	-0.287638
8086450975	27891699	m2	-0.28595
8087777780	73029600	m2	-0.278498
8087864091	6533811	m2	-0.273299
8087969669	73050053	m2	-0.270992
8087652843	54925396	m2	-0.255832
8086935576	3884510	m2	-0.243246
8087885150	9547034	m2	-0.243173
8087554154	18974729	m2	-0.242232
8087886213	98946143	m2	-0.242126
8087436286	21251054	m2	-0.235276
8088056336	43614400	m2	-0.231481
8088003189	71740194	m2	-0.230579
8088064992	38961745	m2	-0.227632
8086844591	99073265	m2	-0.226856
8087142761	12344350	m2	-0.226455
8088017259	98496024	m2	-0.223361
8087947047	49125394	m2	-0.219619
8087400137	19466354	m2	-0.218187
8087761588	74154126	m2	-0.208577
8087920611	94880463	m2	-0.208339
8088015470	44557295	m2	-0.207337
8087629463	11891812	m2	-0.206708
8086971011	106416465	m2	-0.2066
8086668703	36587675	m2	-0.206195
8087481192	6877687	m2	-0.206171
8087670991	68687107	m2	-0.205357
8087333848	61208647	m2	-0.203247
8087943230	46275730	m2	-0.198697
8087967144	13969219	m2	-0.198681
8087400185	100109828	m2	-0.196683
8087949061	1380845	m2	-0.194779
8088010049	86553770	m2	-0.192798
8087935688	97761635	m2	-0.192582
8088069977	70590351	m2	-0.192312
8086828964	92565651	m2	-0.191676
8087684050	88414987	m2	-0.190886
8088062116	54867033	m2	-0.190128
8088039099	16794257	m2	-0.189108
8087992594	106248704	m2	-0.18861
8088060944	103525929	m2	-0.187961
8088007618	184250	m2	-0.186769
8088037470	5915928	m2	-0.186429
8087587363	6499997	m2	-0.185019
8087932915	44848404	m2	-0.184497
8087713481	75200131	m2	-0.18356
8086118515	4001461	m2	-0.183325
8088043875	68227675	m2	-0.1828
8088039309	246376	m2	-0.182018
8087561653	5857571	m2	-0.181881
8087939967	5611569	m2	-0.181858
8088029614	12322926	m2	-0.178983
8086464277	74934305	m2	-0.17698
8087942113	14154432	m2	-0.176765
8087990730	101623369	m2	-0.176686
8087048139	10253460	m2	-0.175997
8087959507	2794642	m2	-0.175833
8087849772	101454527	m2	-0.175662
8087476499	2589558	m2	-0.175464
